iter	Logloss
213	0.3992689848
214	0.3992528427
215	0.3992416289
216	0.3992245808
217	0.3992101852
218	0.3991957794
219	0.3991846529
220	0.3991631225
221	0.399145071
222	0.399138504
223	0.3991228051
224	0.3991066639
225	0.3990948179
226	0.3990825999
227	0.3990635768
228	0.3990439029
229	0.3990333882
230	0.399019585
231	0.3990074048
232	0.3989973484
233	0.3989828618
234	0.3989704919
235	0.3989636462
236	0.3989423025
237	0.3989265581
238	0.3989149048
239	0.3988996358
240	0.3988812146
241	0.3988672365
242	0.3988565756
243	0.3988458957
244	0.3988353114
245	0.3988166994
246	0.3988091362
247	0.3987915561
248	0.3987812671
249	0.3987716394
250	0.398757989
251	0.3987425114
252	0.398730614
253	0.3987193499
254	0.398708563
255	0.3986941576
256	0.3986843094
257	0.3986750228
258	0.3986607829
259	0.3986462654
260	0.3986344165
261	0.3986257979
262	0.3986125179
263	0.3985955052
264	0.3985853646
265	0.3985729371
266	0.3985618032
267	0.3985486074
268	0.398539329
269	0.3985286048
270	0.3985181474
271	0.3985066355
272	0.3984985687
273	0.398489382
274	0.3984762737
275	0.3984582776
276	0.3984428228
277	0.3984228699
278	0.3984123059
279	0.3984006542
280	0.3983910056
281	0.3983823765
282	0.3983645634
283	0.398350789
284	0.3983400271
285	0.3983249942
286	0.3983102542
287	0.3982888527
288	0.3982793557
289	0.3982665683
290	0.3982481285
291	0.3982338433
292	0.3982237475
293	0.3982156152
294	0.3982058587
295	0.3981986223
296	0.3981831889
297	0.398173065
298	0.3981555695
299	0.3981453662
300	0.3981352849
301	0.3981243824
302	0.3981155942
303	0.3981051799
304	0.3980923365
305	0.398083753
306	0.3980726096
307	0.3980591813
308	0.3980509282
309	0.3980407795
310	0.3980302088
311	0.398018798
312	0.3980098165
313	0.3980010419
314	0.397987282
315	0.3979759744
316	0.3979630982
317	0.3979483903
318	0.3979387987
319	0.3979247897
320	0.3979167369
321	0.3979053776
322	0.3978909937
323	0.3978764912
324	0.3978680149
325	0.3978555589
326	0.3978419922
327	0.3978277578
328	0.3978169077
329	0.3978051376
330	0.3977932515
331	0.3977801496
332	0.3977703977
333	0.3977603178
334	0.3977467807
335	0.3977381292
336	0.3977299384
337	0.3977155846
338	0.3977058872
339	0.3976952311
340	0.3976789584
341	0.3976581527
342	0.3976457584
343	0.3976360885
344	0.3976257505
345	0.3976116518
346	0.3976017782
347	0.3975927106
348	0.397585273
349	0.3975749002
350	0.3975638344
351	0.3975509219
352	0.3975343999
353	0.3975236447
354	0.3975120738
355	0.3975013439
356	0.3974873022
357	0.3974758359
358	0.3974686862
359	0.3974576337
360	0.3974420984
361	0.397432232
362	0.3974236284
363	0.3974084859
364	0.3973984519
365	0.3973829455
366	0.3973745456
367	0.3973649146
368	0.3973549393
369	0.3973460133
370	0.3973361347
371	0.3973193209
372	0.3973070496
373	0.3972970039
374	0.3972839193
375	0.3972704234
376	0.3972551127
377	0.3972427929
378	0.3972285653
379	0.3972185292
380	0.3972062847
381	0.3972003145
382	0.3971893359
383	0.3971687455
384	0.3971577257
385	0.3971450328
386	0.3971265774
387	0.397119764
388	0.3971123294
389	0.3971002787
390	0.3970881085
391	0.3970755398
392	0.3970654516
393	0.3970524608
394	0.3970435365
395	0.3970247485
396	0.3970139502
397	0.3970003377
398	0.3969892842
399	0.3969761599
400	0.3969685723
401	0.3969611921
402	0.3969509836
403	0.3969371712
404	0.396924555
405	0.396914082
406	0.3969018623
407	0.3968882218
408	0.3968818769
409	0.3968670442
410	0.3968571486
411	0.3968494779
412	0.3968435328
413	0.3968324356
414	0.3968197689
415	0.3968106346
416	0.3967927505
417	0.3967785497
418	0.3967620956
419	0.3967505936
420	0.3967398037
421	0.3967297276
422	0.3967189813
423	0.3967122038
424	0.3967005964
425	0.3966885046
426	0.396678597
427	0.3966680865
428	0.3966574794
429	0.3966489713
430	0.3966381772
431	0.396630251
432	0.3966186149
433	0.396604147
434	0.3965966174
435	0.3965825416
436	0.3965674792
437	0.3965529142
438	0.3965423281
439	0.3965304491
440	0.3965130217
441	0.3965050051
442	0.3964934976
443	0.3964852191
444	0.396473727
445	0.3964615259
446	0.3964532154
447	0.3964422072
448	0.3964334368
449	0.3964241006
450	0.3964153265
451	0.3964070085
452	0.3963937986
453	0.3963867286
454	0.3963759812
455	0.3963631539
456	0.3963499398
457	0.3963381485
458	0.3963232448
459	0.396316384
460	0.3963059011
461	0.3962995013
462	0.3962918893
463	0.3962861177
464	0.3962748489
465	0.3962633806
466	0.396256242
467	0.3962448729
468	0.3962375395
469	0.3962299014
470	0.3962163835
471	0.3962055148
472	0.3961994612
473	0.3961899079
474	0.3961817136
475	0.3961713756
476	0.3961627413
477	0.3961507022
478	0.3961450969
479	0.396135267
480	0.396120525
481	0.3961081342
482	0.3960992564
483	0.396091914
484	0.3960813434
485	0.3960625731
486	0.3960535565
487	0.3960415279
488	0.3960315155
489	0.396024704
490	0.3960147267
491	0.3959983404
492	0.3959905862
493	0.3959842143
494	0.3959704903
495	0.3959575353
496	0.3959468646
497	0.3959309567
498	0.3959193349
499	0.3959127255
500	0.3959028597
501	0.3958900333
502	0.3958787964
503	0.3958722548
504	0.3958615749
505	0.3958493742
506	0.3958382351
507	0.3958254863
508	0.3958156478
509	0.3958043262
510	0.3957981518
511	0.395788556
512	0.3957825458
513	0.3957733863
514	0.395762771
515	0.3957522848
516	0.3957398831
517	0.3957329062
518	0.3957191915
519	0.395709399
520	0.3957023996
521	0.3956950934
522	0.3956896169
523	0.3956749058
524	0.3956685261
525	0.3956610096
526	0.3956555606
527	0.3956457826
528	0.3956314856
529	0.3956176662
530	0.3956112356
531	0.3955978658
532	0.3955896206
533	0.3955833831
534	0.3955723433
535	0.3955672822
536	0.3955628152
537	0.3955497927
538	0.3955368677
539	0.3955287064
540	0.3955179846
541	0.3955052194
542	0.3954921127
543	0.3954796024
544	0.3954738266
545	0.3954664589
546	0.3954597746
547	0.3954522331
548	0.395442299
549	0.3954313204
550	0.3954234033
551	0.3954118765
552	0.3953982101
553	0.3953911404
554	0.3953854346
555	0.3953791692
556	0.3953657802
557	0.395360691
558	0.3953467207
559	0.3953396473
560	0.39532743
561	0.3953198366
562	0.3953080898
563	0.3953006466
564	0.3952895018
565	0.3952813883
566	0.3952731843
567	0.3952619173
568	0.395253082
569	0.3952447063
570	0.3952336619
571	0.39522336
572	0.3952096441
573	0.3951992803
574	0.3951912466
575	0.3951845579
576	0.3951714392
577	0.3951554095
578	0.3951482818
579	0.39513476
580	0.3951278397
581	0.3951212736
582	0.3951163969
583	0.3951079735
584	0.3951008131
585	0.3950921437
586	0.3950817566
587	0.3950724306
588	0.3950555345
589	0.3950476496
590	0.3950389165
591	0.3950281876
592	0.395019687
593	0.3950104428
594	0.394996996
595	0.3949912052
596	0.3949810625
597	0.3949726306
598	0.394961493
599	0.3949522745
600	0.3949376579
601	0.3949298282
602	0.3949148592
603	0.3949079871
604	0.3948964088
605	0.3948897379
606	0.3948820807
607	0.3948711671
608	0.394863289
609	0.3948574178
610	0.3948477628
611	0.3948380242
612	0.3948315476
613	0.3948203565
614	0.3948116258
615	0.3947996986
616	0.3947895859
617	0.3947838089
618	0.3947686332
619	0.3947581459
620	0.3947463447
621	0.3947336139
622	0.3947264695
623	0.3947215251
624	0.3947131483
625	0.394701693
626	0.3946900977
627	0.3946847269
628	0.3946720834
629	0.394665235
630	0.3946596247
631	0.3946483617
632	0.3946369523
633	0.394629599
634	0.394620742
635	0.3946119963
636	0.3946028132
637	0.3945951293
638	0.394583918
639	0.3945697546
640	0.3945624433
641	0.3945543254
642	0.394544452
643	0.3945372562
644	0.3945297544
645	0.3945184911
646	0.3945110657
647	0.3944963635
648	0.3944863409
649	0.394475002
650	0.394469527
651	0.3944635279
652	0.3944551383
653	0.394445459
654	0.3944363253
655	0.3944290522
656	0.3944223076
657	0.3944137878
658	0.3944022799
659	0.3943952732
660	0.394380986
661	0.3943662013
662	0.3943503548
663	0.3943422789
664	0.3943367079
665	0.3943264097
666	0.3943210514
667	0.3943104622
668	0.3943069488
669	0.3942956093
670	0.3942832633
671	0.3942760602
672	0.3942680053
673	0.3942592277
674	0.3942513028
675	0.3942415711
676	0.3942332929
677	0.394221545
678	0.3942093697
679	0.3942051596
680	0.3941977399
681	0.3941910294
682	0.3941844412
683	0.3941714046
684	0.3941582617
685	0.3941471457
686	0.3941356506
687	0.3941287113
688	0.3941184357
689	0.3941109634
690	0.3941029364
691	0.3940943256
692	0.3940870983
693	0.3940794577
694	0.3940727978
695	0.394062828
696	0.3940522928
697	0.3940382457
698	0.3940302235
699	0.3940191832
700	0.3940068144
701	0.3939928505
702	0.3939842396
703	0.3939698025
704	0.3939592255
705	0.3939516991
706	0.3939427781
707	0.3939390673
708	0.3939319612
709	0.3939249339
710	0.3939167566
711	0.3939103116
712	0.39389525
713	0.3938856943
714	0.3938822193
715	0.3938753396
716	0.3938647581
717	0.3938540528
718	0.3938510413
719	0.3938425081
720	0.3938373885
721	0.3938331927
722	0.3938206734
723	0.3938144958
724	0.3938047332
725	0.393800944
726	0.393790182
727	0.3937764135
728	0.3937638898
729	0.3937595926
730	0.3937488907
731	0.3937403538
732	0.3937316599
733	0.393724362
734	0.3937144415
735	0.3937013557
736	0.3936901156
737	0.3936818412
738	0.3936740622
739	0.3936645406
740	0.3936582726
741	0.3936505627
742	0.3936363645
743	0.3936231616
744	0.3936137004
745	0.3936050291
746	0.3935946406
747	0.3935886893
748	0.393584186
749	0.3935770234
750	0.3935682338
751	0.3935573194
752	0.3935445647
753	0.3935374284
754	0.393526546
755	0.3935150924
756	0.393507644
757	0.3934951493
758	0.3934873195
759	0.3934797334
760	0.3934759826
761	0.3934673346
762	0.3934585531
763	0.3934527163
764	0.3934430414
765	0.3934357689
766	0.3934247146
767	0.3934137287
768	0.3934020914
769	0.3933946411
770	0.3933889428
771	0.3933789045
772	0.3933629611
773	0.3933546339
774	0.3933414057
775	0.3933309973
776	0.393322979
777	0.3933210279
778	0.3933115382
779	0.3933053073
780	0.3933015977
781	0.3932958029
782	0.3932899826
783	0.3932835631
784	0.3932753955
785	0.3932634036
786	0.3932571259
787	0.393248069
788	0.3932398528
789	0.3932325006
790	0.3932250272
791	0.3932126662
792	0.39320345
793	0.3931938745
794	0.3931873675
795	0.3931835346
796	0.3931760828
797	0.3931636686
798	0.393154415
799	0.3931442234
800	0.3931317776
801	0.3931196705
802	0.3931156696
803	0.3931090953
804	0.3930991778
805	0.3930879703
806	0.3930806903
807	0.3930733536
808	0.3930625559
809	0.3930573727
810	0.393047665
811	0.3930361649
812	0.3930294173
813	0.3930217172
814	0.3930154272
815	0.3930055348
816	0.3929964794
817	0.392989445
818	0.3929775721
819	0.3929701657
820	0.3929620927
821	0.3929558426
822	0.3929446744
823	0.3929357097
824	0.3929268076
825	0.3929211899
826	0.3929129756
827	0.3929053062
828	0.3928986302
829	0.3928921954
830	0.3928850978
831	0.3928771009
832	0.3928689206
833	0.392858237
834	0.3928499468
835	0.3928377348
836	0.3928308769
837	0.3928265386
838	0.3928179041
839	0.3928092943
840	0.3928013188
841	0.3927941499
842	0.3927869766
843	0.3927802279
844	0.3927717037
845	0.3927664098
846	0.3927594377
847	0.392751683
848	0.3927446286
849	0.3927382036
850	0.3927325326
851	0.392719445
852	0.3927100989
853	0.3927045852
854	0.3926992393
855	0.3926913277
856	0.3926778794
857	0.3926707441
858	0.3926618739
859	0.392652996
860	0.3926425161
861	0.3926354875
862	0.3926334273
863	0.3926276224
864	0.3926189726
865	0.3926139581
866	0.3926027107
867	0.3925940936
868	0.3925860238
869	0.3925773344
870	0.3925695237
871	0.3925619865
872	0.3925545688
873	0.3925488215
874	0.3925419436
875	0.3925360147
876	0.3925297786
877	0.3925181818
878	0.3925118023
879	0.3925009452
880	0.392490496
881	0.3924845453
882	0.3924719069
883	0.3924653268
884	0.3924552251
885	0.3924504315
886	0.3924406052
887	0.3924330441
888	0.3924231354
889	0.3924176643
890	0.3924068372
891	0.3924037258
892	0.3923961518
893	0.3923899
894	0.3923819531
895	0.3923749405
896	0.3923702279
897	0.392361172
898	0.3923553753
899	0.3923522526
900	0.3923445139
901	0.3923373047
902	0.3923296387
903	0.392322691
904	0.3923103717
905	0.3923013653
906	0.3922948619
907	0.3922893938
908	0.3922840067
909	0.3922794207
910	0.3922679605
911	0.3922599737
912	0.3922515394
913	0.392244998
914	0.3922383051
915	0.3922238321
916	0.3922160334
917	0.3922043693
918	0.3921959359
919	0.3921871288
920	0.3921793795
921	0.3921745505
922	0.3921638837
923	0.3921550467
924	0.3921461302
925	0.3921320596
926	0.3921272332
927	0.3921229759
928	0.3921141518
929	0.3921057682
930	0.3920966329
931	0.3920890299
932	0.3920800927
933	0.3920682917
934	0.3920594223
935	0.3920481068
936	0.392040357
937	0.3920315416
938	0.3920205422
939	0.3920164084
940	0.3920109797
941	0.392001979
942	0.3920002169
943	0.3919957997
944	0.3919862104
945	0.3919776308
946	0.3919676973
947	0.3919612795
948	0.3919499045
949	0.3919378362
950	0.39192736
951	0.3919227471
952	0.3919140811
953	0.3919079239
954	0.3918967615
955	0.3918859972
956	0.3918829097
957	0.3918747265
958	0.3918679883
959	0.3918612257
960	0.3918508981
961	0.3918445375
962	0.3918371507
963	0.3918324355
964	0.3918263727
965	0.3918177921
966	0.3918089353
967	0.3917970141
968	0.3917938044
969	0.391780841
970	0.3917753554
971	0.391769391
972	0.3917600905
973	0.3917515301
974	0.3917475387
975	0.3917375324
976	0.3917313591
977	0.3917208142
978	0.3917116201
979	0.3917022475
980	0.3916963852
981	0.3916894485
982	0.3916802925
983	0.3916706253
984	0.3916600472
985	0.3916525728
986	0.3916466144
987	0.3916399796
988	0.3916303016
989	0.3916265906
990	0.3916221333
991	0.3916081017
992	0.3915931255
993	0.391579456
994	0.3915730032
995	0.3915584701
996	0.3915475139
997	0.3915344916
998	0.3915286297
999	0.3915211622
